# Every line here is a test262 failure praxis has not fixed yet, and a claim that the failure is
# understood. The file may only shrink: a listed test that starts passing fails the run until its
# line is deleted, and an unlisted test that starts failing fails the run.
#
# Format: <test path>[ (strict)] :: what went wrong
#
# Regenerate deliberately with `cargo run -p conformance -- --bless`. Do not regenerate to make a
# red build green — that is the one move this file exists to prevent.
# test262 defaaf1571cd13b183e3f505c6a06e8db316e593
annexB/language/comments/multi-line-html-close.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/multi-line-html-close.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-asi.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-asi.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-first-line-1.js :: expected a EvalError at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-first-line-2.js :: expected a EvalError at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-first-line-3.js :: expected a EvalError at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-unicode-separators.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-unicode-separators.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-open.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `<`
annexB/language/comments/single-line-html-open.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `<`
annexB/language/expressions/assignmenttargettype/callexpression-as-for-in-lhs.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-as-for-of-lhs.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-in-compound-assignment.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-in-postfix-update.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-in-prefix-update.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/cover-callexpression-and-asyncarrowhead.js :: it did not parse: this expression cannot be assigned to
annexB/language/function-code/function-redeclaration-block.js :: it did not parse: this name is bound twice in the same declaration
annexB/language/function-code/function-redeclaration-switch.js :: it did not parse: this name is bound twice in the same declaration
language/expressions/class/decorator/syntax/valid/decorator-parenthesized-expr-identifier-reference.js (strict) :: it did not parse: unexpected character
language/expressions/class/elements/syntax/valid/grammar-field-accessor.js :: it did not parse: expected `;`, found an identifier
language/expressions/class/elements/syntax/valid/grammar-field-accessor.js (strict) :: it did not parse: expected `;`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-assignment-expression-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-arrow-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-await-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-arrow-function-return-await-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-await-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-function-return-await-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-async-gen-await-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-block-labeled-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-do-while-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-braceless-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-else-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-function-return-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-braceless-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-if-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-while-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-expression-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-expression-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-expression-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-expression-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/nested-with-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-defer-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-defer-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-defer-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-defer-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-source-empty-str-is-valid-assign-expr.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-source-empty-str-is-valid-assign-expr.js (strict) :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-source-script-code-valid.js :: it did not parse: expected `meta`, found an identifier
language/expressions/dynamic-import/syntax/valid/top-level-import-source-script-code-valid.js (strict) :: it did not parse: expected `meta`, found an identifier
language/statements/await-using/syntax/await-using-allows-multiple-bindings.js :: it did not parse: expected `;`, found an identifier
language/statements/await-using/syntax/await-using-allows-multiple-bindings.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/await-using/syntax/await-using-valid-for-await-using-of-of.js :: it did not parse: this expression cannot be assigned to
language/statements/await-using/syntax/await-using-valid-for-await-using-of-of.js (strict) :: it did not parse: this expression cannot be assigned to
language/statements/class/decorator/syntax/class-valid/decorator-member-expr-private-identifier.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/class-valid/decorator-member-expr-private-identifier.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-call-expr-identifier-reference.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-call-expr-identifier-reference.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-member-expr-decorator-member-expr.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-member-expr-decorator-member-expr.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-member-expr-identifier-reference.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-member-expr-identifier-reference.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-parenthesized-expr-identifier-reference.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/class-element-decorator-parenthesized-expr-identifier-reference.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-call-expr-identifier-reference-yield.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-call-expr-identifier-reference.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-call-expr-identifier-reference.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-member-expr-decorator-member-expr.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-member-expr-decorator-member-expr.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-member-expr-identifier-reference-yield.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-member-expr-identifier-reference.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-member-expr-identifier-reference.js (strict) :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-parenthesized-expr-identifier-reference-yield.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-parenthesized-expr-identifier-reference.js :: it did not parse: unexpected character
language/statements/class/decorator/syntax/valid/decorator-parenthesized-expr-identifier-reference.js (strict) :: it did not parse: unexpected character
language/statements/class/elements/syntax/valid/grammar-field-accessor.js :: it did not parse: expected `;`, found an identifier
language/statements/class/elements/syntax/valid/grammar-field-accessor.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/class/static-init-arguments-functions.js :: it did not parse: `arguments` is not allowed in a class field initialiser or static block
language/statements/class/static-init-arguments-functions.js (strict) :: it did not parse: `arguments` is not allowed in a class field initialiser or static block
